year,month,averageTemp,cages,localities,numberSalmon,biomass,feedConsumption,restock,withdrawals
2013,September,8.0763875682,316,42,34975.185,65554.090803,17309.628,1204.696,6803.978247
2013,October,7.4778892643,314,40,33468.931,68153.462852,16669.275,973.685,8065.23975
2013,November,6.5170561556,302,39,32925.122,73296.612896,13334.069,323.764,6051.27375
2013,December,5.3583940435,294,39,31823.14,73013.079762,10027.332,546.059,7441.73325
2014,January,4.4264214204,271,38,30078.919,71981.599603,9212.201,0,8258.734125
2014,February,3.6570693272,250,34,28229.723,66827.502565,6302.467,0,9142.252037
2014,March,3.505809794,228,33,26207.868,60618.3279,6379.935,0,10700.161875
2014,April,3.5575452663,211,30,24895.53,54221.042536,5045.846,609.604,10140.058125
2014,May,4.2488755463,249,39,29024.639,53895.644326,5716.143,5446.013,5260.807125
2014,June,5.2075254419,284,40,32721.331,53299.615446,7636.576,5110.187,6463.50075
2014,July,5.9326210911,289,40,33043.838,53681.497851,12006.55,5081.269,4861.693125
2014,August,6.7919382928,322,43,37029.778,65556.633495,16618.985,2415.593,5966.881875
2014,September,7.3363173856,317,43,35823.934,69067.86349,16040.882,1017.183,8814.101625
2014,October,6.8661772083,307,41,34058.296,70526.58597,14673.057,552.737,10198.87875
2014,November,5.9336283697,292,40,32563.318,67305.799624,11350.991,959.022,11808.529875
2014,December,5.4179344494,274,38,30679.565,64751.018615,8578.746,0,9364.61475
